relative_path,workspace_path,file_name,extension,size_bytes,sha256,manifest_match,vendor_id,vendor,parser_family,processing_role,importance,authoritative,include_in_ingestion,status,automation_state,parser_strategy,expected_action,report_group_count,workbook_sheets,workbook_header_hints,notes
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/canal-orange/report_PURE PASSION NMG_CanalPlay_2026_02.xlsx,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/canal-orange/report_PURE PASSION NMG_CanalPlay_2026_02.xlsx,report_PURE PASSION NMG_CanalPlay_2026_02.xlsx,xlsx,9686,ccaa2d3fd56c3595bc142f1b0144d079bbd0119188cd6eee3c434b35094e052e,yes,hpg,HPG Production,xlsx_hpg_canal,primary_source,important,yes,yes,reviewed,ready,config_parser,parse_validate_store_and_export_if_reconciled,0,inspect_failed: XLSX.readFile is not a function,,
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/canal-orange/report_RAW ATTACK NMG_CanalPlay_2026_02.pdf,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/canal-orange/report_RAW ATTACK NMG_CanalPlay_2026_02.pdf,report_RAW ATTACK NMG_CanalPlay_2026_02.pdf,pdf,48916,0ad819a2bbba709833a63d542e6652d0c2d36c2b0c62124b7f83af50958d4068,yes,hpg,HPG Production,pdf_hpg_verification,verification_copy,supporting,no,yes,reviewed,ready,verification_only,link_to_primary_report_as_verification,0,,,Paired PDF used only to verify the spreadsheet total.
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/canal-orange/report_RAW ATTACK NMG_CanalPlay_2026_02.xlsx,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/canal-orange/report_RAW ATTACK NMG_CanalPlay_2026_02.xlsx,report_RAW ATTACK NMG_CanalPlay_2026_02.xlsx,xlsx,9670,c041d62452a9adf45b0e515e3968e55e2e5e232d7dd056d91273906f7d57f536,yes,hpg,HPG Production,xlsx_hpg_canal,primary_source,important,yes,yes,reviewed,ready,config_parser,parse_validate_store_and_export_if_reconciled,0,inspect_failed: XLSX.readFile is not a function,,
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/canal-orange/report_TEAM SKEET NMG_CanalPlay_2026_02.pdf,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/canal-orange/report_TEAM SKEET NMG_CanalPlay_2026_02.pdf,report_TEAM SKEET NMG_CanalPlay_2026_02.pdf,pdf,49867,9d262f9f96552123813c505de8835498f56a340f983987a38fa101cca93ebd83,yes,hpg,HPG Production,pdf_hpg_verification,verification_copy,supporting,no,yes,reviewed,ready,verification_only,link_to_primary_report_as_verification,0,,,Paired PDF used only to verify the spreadsheet total.
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/canal-orange/report_TEAM SKEET NMG_CanalPlay_2026_02.xlsx,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/canal-orange/report_TEAM SKEET NMG_CanalPlay_2026_02.xlsx,report_TEAM SKEET NMG_CanalPlay_2026_02.xlsx,xlsx,9843,1720cae08fd0c36eaacd692c469a8079e9a95fe2e912c2b895c01ddf22024a8a,yes,hpg,HPG Production,xlsx_hpg_canal,primary_source,important,yes,yes,reviewed,ready,config_parser,parse_validate_store_and_export_if_reconciled,0,inspect_failed: XLSX.readFile is not a function,,
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/canal-orange/report_TRUEX NMG_CanalPlay_2026_02.pdf,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/canal-orange/report_TRUEX NMG_CanalPlay_2026_02.pdf,report_TRUEX NMG_CanalPlay_2026_02.pdf,pdf,47030,14d85eb9a4fe907b5379c4cd2557903e3c9784fb2f6611dc0eee0188e3bf4ef3,yes,hpg,HPG Production,pdf_hpg_verification,verification_copy,supporting,no,yes,reviewed,ready,verification_only,link_to_primary_report_as_verification,0,,,Paired PDF used only to verify the spreadsheet total.
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/canal-orange/report_TRUEX NMG_CanalPlay_2026_02.xlsx,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/canal-orange/report_TRUEX NMG_CanalPlay_2026_02.xlsx,report_TRUEX NMG_CanalPlay_2026_02.xlsx,xlsx,9221,76eec3e0c618b0f0d1c27b3a84e5842b779ffea6b767ab0f0268decebcecb62f,yes,hpg,HPG Production,xlsx_hpg_canal,primary_source,important,yes,yes,reviewed,ready,config_parser,parse_validate_store_and_export_if_reconciled,0,inspect_failed: XLSX.readFile is not a function,,
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/netgem/report_CRAVE NMG_Netgem_2026_02.pdf,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/netgem/report_CRAVE NMG_Netgem_2026_02.pdf,report_CRAVE NMG_Netgem_2026_02.pdf,pdf,34992,d73bb598e632d03441b41b1cb503bdc34123acac0319558aa5962b65c3dbae88,yes,hpg,HPG Production,pdf_hpg_verification,verification_copy,supporting,no,yes,reviewed,ready,verification_only,link_to_primary_report_as_verification,0,,,Paired PDF used only to verify the spreadsheet total.
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/netgem/report_CRAVE NMG_Netgem_2026_02.xlsx,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/netgem/report_CRAVE NMG_Netgem_2026_02.xlsx,report_CRAVE NMG_Netgem_2026_02.xlsx,xlsx,8946,1074201c9b7b229a1e56c79b67f942a61849dd539f0fdda94bd82fa7b32e7ea0,yes,hpg,HPG Production,xlsx_hpg_netgem,primary_source,important,yes,yes,reviewed,ready,config_parser,parse_validate_store_and_export_if_reconciled,0,inspect_failed: XLSX.readFile is not a function,,
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/netgem/report_NUBILE FILMS NMG_Netgem_2026_02.pdf,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/netgem/report_NUBILE FILMS NMG_Netgem_2026_02.pdf,report_NUBILE FILMS NMG_Netgem_2026_02.pdf,pdf,36077,444d1b6a5f6b9ec7d23f70ae4206b99f65f37327146c084999c398c891ec70c2,yes,hpg,HPG Production,pdf_hpg_verification,verification_copy,supporting,no,yes,reviewed,ready,verification_only,link_to_primary_report_as_verification,0,,,Paired PDF used only to verify the spreadsheet total.
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/netgem/report_NUBILE FILMS NMG_Netgem_2026_02.xlsx,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/netgem/report_NUBILE FILMS NMG_Netgem_2026_02.xlsx,report_NUBILE FILMS NMG_Netgem_2026_02.xlsx,xlsx,9169,8ae42bfc0de23e7f6e5306c3587de3d0dcbfcf8441ff2a11fd795b1014dfbed2,yes,hpg,HPG Production,xlsx_hpg_netgem,primary_source,important,yes,yes,reviewed,ready,config_parser,parse_validate_store_and_export_if_reconciled,0,inspect_failed: XLSX.readFile is not a function,,
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/netgem/report_TEAM SKEET NMG_Netgem_2026_02.xlsx,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/netgem/report_TEAM SKEET NMG_Netgem_2026_02.xlsx,report_TEAM SKEET NMG_Netgem_2026_02.xlsx,xlsx,8953,d651e2e2225b5d102eb7351d132aaeb755eef84a4f85482ce40a7c8af91a5cdf,yes,hpg,HPG Production,xlsx_hpg_netgem,primary_source,important,yes,yes,reviewed,ready,config_parser,parse_validate_store_and_export_if_reconciled,0,inspect_failed: XLSX.readFile is not a function,,Primary spreadsheet. The paired PDF is missing from the supplied set.
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/proximus/report_CRAVE NMG_Proximus_2026_02.pdf,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/proximus/report_CRAVE NMG_Proximus_2026_02.pdf,report_CRAVE NMG_Proximus_2026_02.pdf,pdf,47603,e48f1e3d57a47405570d607df0c715ebdc794a5536993fad81584d5cf74a2aa2,yes,hpg,HPG Production,pdf_hpg_verification,verification_copy,supporting,no,yes,reviewed,ready,verification_only,link_to_primary_report_as_verification,0,,,Paired PDF used only to verify the spreadsheet total.
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/proximus/report_CRAVE NMG_Proximus_2026_02.xlsx,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/proximus/report_CRAVE NMG_Proximus_2026_02.xlsx,report_CRAVE NMG_Proximus_2026_02.xlsx,xlsx,9225,28b52e647c76b8df1ab46362a0f94b312799f33260064b95f6c5789126af1868,yes,hpg,HPG Production,xlsx_hpg_proximus,primary_source,important,yes,yes,reviewed,ready,config_parser,parse_validate_store_and_export_if_reconciled,0,inspect_failed: XLSX.readFile is not a function,,
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/proximus/report_FILTHY KINGS NMG_Proximus_2026_02.pdf,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/proximus/report_FILTHY KINGS NMG_Proximus_2026_02.pdf,report_FILTHY KINGS NMG_Proximus_2026_02.pdf,pdf,48368,bc3abee06d1f14a2b65c181f3232d5f4e5f026d0d577f3e749e98ce54a3a21af,yes,hpg,HPG Production,pdf_hpg_verification,verification_copy,supporting,no,yes,reviewed,ready,verification_only,link_to_primary_report_as_verification,0,,,Paired PDF used only to verify the spreadsheet total.
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/proximus/report_FILTHY KINGS NMG_Proximus_2026_02.xlsx,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/proximus/report_FILTHY KINGS NMG_Proximus_2026_02.xlsx,report_FILTHY KINGS NMG_Proximus_2026_02.xlsx,xlsx,9627,7453ab68326baff149297e880d2d245d54ae275ebd5c8d1806f3fe94f4268fb1,yes,hpg,HPG Production,xlsx_hpg_proximus,primary_source,important,yes,yes,reviewed,ready,config_parser,parse_validate_store_and_export_if_reconciled,0,inspect_failed: XLSX.readFile is not a function,,
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/proximus/report_GROOBY NMG_Proximus_2026_02.pdf,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/proximus/report_GROOBY NMG_Proximus_2026_02.pdf,report_GROOBY NMG_Proximus_2026_02.pdf,pdf,49968,6f6ac2623e21b2d723ba0b7c5b9dd38ca1a11ec18877453c6ecc8d27be2b9757,yes,hpg,HPG Production,pdf_hpg_verification,verification_copy,supporting,no,yes,reviewed,ready,verification_only,link_to_primary_report_as_verification,0,,,Paired PDF used only to verify the spreadsheet total.
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/proximus/report_GROOBY NMG_Proximus_2026_02.xlsx,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/proximus/report_GROOBY NMG_Proximus_2026_02.xlsx,report_GROOBY NMG_Proximus_2026_02.xlsx,xlsx,10370,7f253e502ac317ccd17920a203bf50cb814f46eea9702f6993607a06541a2faa,yes,hpg,HPG Production,xlsx_hpg_proximus,primary_source,important,yes,yes,reviewed,ready,config_parser,parse_validate_store_and_export_if_reconciled,0,inspect_failed: XLSX.readFile is not a function,,
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/proximus/report_MATURE XXX NMG_Proximus_2026_02.pdf,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/proximus/report_MATURE XXX NMG_Proximus_2026_02.pdf,report_MATURE XXX NMG_Proximus_2026_02.pdf,pdf,49154,2f311f2d1729f2b12163393cb0abc16edff64d4a3cf78a3b8ff413339a0d4106,yes,hpg,HPG Production,pdf_hpg_verification,verification_copy,supporting,no,yes,reviewed,ready,verification_only,link_to_primary_report_as_verification,0,,,Paired PDF used only to verify the spreadsheet total.
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/proximus/report_MATURE XXX NMG_Proximus_2026_02.xlsx,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/proximus/report_MATURE XXX NMG_Proximus_2026_02.xlsx,report_MATURE XXX NMG_Proximus_2026_02.xlsx,xlsx,10019,cff4e13e9dc0d5ade018cdb3dfcbf2aaaeb2f2dc34263040626ca5b838d7ff69,yes,hpg,HPG Production,xlsx_hpg_proximus,primary_source,important,yes,yes,reviewed,ready,config_parser,parse_validate_store_and_export_if_reconciled,0,inspect_failed: XLSX.readFile is not a function,,
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/proximus/report_MYLF NMG_Proximus_2026_02.pdf,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/proximus/report_MYLF NMG_Proximus_2026_02.pdf,report_MYLF NMG_Proximus_2026_02.pdf,pdf,50138,ac4e63adbe725b55bdf573acc3e4c956f354ed63a2c511829c1653db8477ac37,yes,hpg,HPG Production,pdf_hpg_verification,verification_copy,supporting,no,yes,reviewed,ready,verification_only,link_to_primary_report_as_verification,0,,,Paired PDF used only to verify the spreadsheet total.
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/proximus/report_MYLF NMG_Proximus_2026_02.xlsx,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/proximus/report_MYLF NMG_Proximus_2026_02.xlsx,report_MYLF NMG_Proximus_2026_02.xlsx,xlsx,10509,d475e8757a8ad885d67f8093e9f31b355fbed8224b570be4feb229337ac55ec9,yes,hpg,HPG Production,xlsx_hpg_proximus,primary_source,important,yes,yes,reviewed,ready,config_parser,parse_validate_store_and_export_if_reconciled,0,inspect_failed: XLSX.readFile is not a function,,
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/proximus/report_NUBILE FILMS NMG_Proximus_2026_02.pdf,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/proximus/report_NUBILE FILMS NMG_Proximus_2026_02.pdf,report_NUBILE FILMS NMG_Proximus_2026_02.pdf,pdf,51553,c739f0319579492b59c17e42036666bb931d731f047cc91d04275d011f761974,yes,hpg,HPG Production,pdf_hpg_verification,verification_copy,supporting,no,yes,reviewed,ready,verification_only,link_to_primary_report_as_verification,0,,,Paired PDF used only to verify the spreadsheet total.
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/proximus/report_NUBILE FILMS NMG_Proximus_2026_02.xlsx,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/proximus/report_NUBILE FILMS NMG_Proximus_2026_02.xlsx,report_NUBILE FILMS NMG_Proximus_2026_02.xlsx,xlsx,11273,0f459de0880fa7acf9f53695e4d657e06e89c566e4279992b38e24e570cda324,yes,hpg,HPG Production,xlsx_hpg_proximus,primary_source,important,yes,yes,reviewed,ready,config_parser,parse_validate_store_and_export_if_reconciled,0,inspect_failed: XLSX.readFile is not a function,,
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/proximus/report_PORNSTAR PLATINIUM NMG_Proximus_2026_02.pdf,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/proximus/report_PORNSTAR PLATINIUM NMG_Proximus_2026_02.pdf,report_PORNSTAR PLATINIUM NMG_Proximus_2026_02.pdf,pdf,50018,01e5c57a0b1c614fa5db4b43a3856685f0c0f1925c9797875e214d52ccf70959,yes,hpg,HPG Production,pdf_hpg_verification,verification_copy,supporting,no,yes,reviewed,ready,verification_only,link_to_primary_report_as_verification,0,,,Paired PDF used only to verify the spreadsheet total.
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/proximus/report_PORNSTAR PLATINIUM NMG_Proximus_2026_02.xlsx,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/proximus/report_PORNSTAR PLATINIUM NMG_Proximus_2026_02.xlsx,report_PORNSTAR PLATINIUM NMG_Proximus_2026_02.xlsx,xlsx,10462,1102c103062b3a4577e651a78d63502bd802893925c1037498d416d3607f207e,yes,hpg,HPG Production,xlsx_hpg_proximus,primary_source,important,yes,yes,reviewed,ready,config_parser,parse_validate_store_and_export_if_reconciled,0,inspect_failed: XLSX.readFile is not a function,,
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/proximus/report_PURE PASSION NMG_Proximus_2026_02.pdf,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/proximus/report_PURE PASSION NMG_Proximus_2026_02.pdf,report_PURE PASSION NMG_Proximus_2026_02.pdf,pdf,49694,f46c68a8a44bf0733eab47ef3638b9d830ee6cb4e35083c555546a3b56b4dd49,yes,hpg,HPG Production,pdf_hpg_verification,verification_copy,supporting,no,yes,reviewed,ready,verification_only,link_to_primary_report_as_verification,0,,,Paired PDF used only to verify the spreadsheet total.
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/proximus/report_PURE PASSION NMG_Proximus_2026_02.xlsx,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/proximus/report_PURE PASSION NMG_Proximus_2026_02.xlsx,report_PURE PASSION NMG_Proximus_2026_02.xlsx,xlsx,10427,8c5515e2c961347545e1490f462ea54c1fd1d8721e44d0fbc1237cbc7559d0cf,yes,hpg,HPG Production,xlsx_hpg_proximus,primary_source,important,yes,yes,reviewed,ready,config_parser,parse_validate_store_and_export_if_reconciled,0,inspect_failed: XLSX.readFile is not a function,,
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/proximus/report_RAW ATTACK NMG_Proximus_2026_02.pdf,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/proximus/report_RAW ATTACK NMG_Proximus_2026_02.pdf,report_RAW ATTACK NMG_Proximus_2026_02.pdf,pdf,51425,1e3b5bc1bdc14fa62a44cd7dae6c2b6a8bc016b6124d46002f289fc37e476e7c,yes,hpg,HPG Production,pdf_hpg_verification,verification_copy,supporting,no,yes,reviewed,ready,verification_only,link_to_primary_report_as_verification,0,,,Paired PDF used only to verify the spreadsheet total.
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/proximus/report_RAW ATTACK NMG_Proximus_2026_02.xlsx,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/proximus/report_RAW ATTACK NMG_Proximus_2026_02.xlsx,report_RAW ATTACK NMG_Proximus_2026_02.xlsx,xlsx,11278,d84b1ad279904b48079364d9d548f320acd7e038c7b66a0c7a8362720272c093,yes,hpg,HPG Production,xlsx_hpg_proximus,primary_source,important,yes,yes,reviewed,ready,config_parser,parse_validate_store_and_export_if_reconciled,0,inspect_failed: XLSX.readFile is not a function,,
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/proximus/report_TEAM SKEET NMG_Proximus_2026_02.pdf,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/proximus/report_TEAM SKEET NMG_Proximus_2026_02.pdf,report_TEAM SKEET NMG_Proximus_2026_02.pdf,pdf,51508,3510811986fbdb7eaca881058129370a4a42e1e2d8a9d7461e785934413a8ab4,yes,hpg,HPG Production,pdf_hpg_verification,verification_copy,supporting,no,yes,reviewed,ready,verification_only,link_to_primary_report_as_verification,0,,,Paired PDF used only to verify the spreadsheet total.
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/proximus/report_TEAM SKEET NMG_Proximus_2026_02.xlsx,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/proximus/report_TEAM SKEET NMG_Proximus_2026_02.xlsx,report_TEAM SKEET NMG_Proximus_2026_02.xlsx,xlsx,11300,b36ace7c75c7e6eb4aba6e4735f5fbffd0cd14c42a32eca644db40ee5a4da0b3,yes,hpg,HPG Production,xlsx_hpg_proximus,primary_source,important,yes,yes,reviewed,ready,config_parser,parse_validate_store_and_export_if_reconciled,0,inspect_failed: XLSX.readFile is not a function,,
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/proximus/report_TRUEX NMG_Proximus_2026_02.pdf,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/proximus/report_TRUEX NMG_Proximus_2026_02.pdf,report_TRUEX NMG_Proximus_2026_02.pdf,pdf,49991,94154adab2d8bae1a02b777b9a563948b23bd6e8a6365a59bf1b7cbee80fc924,yes,hpg,HPG Production,pdf_hpg_verification,verification_copy,supporting,no,yes,reviewed,ready,verification_only,link_to_primary_report_as_verification,0,,,Paired PDF used only to verify the spreadsheet total.
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/proximus/report_TRUEX NMG_Proximus_2026_02.xlsx,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/proximus/report_TRUEX NMG_Proximus_2026_02.xlsx,report_TRUEX NMG_Proximus_2026_02.xlsx,xlsx,10444,ccf4e8beb8bc9689c5cc568914eede3033341a5e9f2353c208605c4adf8e65d4,yes,hpg,HPG Production,xlsx_hpg_proximus,primary_source,important,yes,yes,reviewed,ready,config_parser,parse_validate_store_and_export_if_reconciled,0,inspect_failed: XLSX.readFile is not a function,,
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/proximus/report_VISION FILMS NMG_Proximus_2026_02.pdf,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/proximus/report_VISION FILMS NMG_Proximus_2026_02.pdf,report_VISION FILMS NMG_Proximus_2026_02.pdf,pdf,48472,ae27e61fdcb7628ce5096e2b9276802efa03644aaefeaef8f9a2694e1cddaad8,yes,hpg,HPG Production,pdf_hpg_verification,verification_copy,supporting,no,yes,reviewed,ready,verification_only,link_to_primary_report_as_verification,0,,,Paired PDF used only to verify the spreadsheet total.
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/proximus/report_VISION FILMS NMG_Proximus_2026_02.xlsx,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/02-2026/proximus/report_VISION FILMS NMG_Proximus_2026_02.xlsx,report_VISION FILMS NMG_Proximus_2026_02.xlsx,xlsx,9657,9295d61d28dd56a091056ba2f138e171da30fc5bb28f84c1ad3aad7c58a03fe4,yes,hpg,HPG Production,xlsx_hpg_proximus,primary_source,important,yes,yes,reviewed,ready,config_parser,parse_validate_store_and_export_if_reconciled,0,inspect_failed: XLSX.readFile is not a function,,
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/canal-orange/report_CRAVE NMG_CanalPlay_2026_03.pdf,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/canal-orange/report_CRAVE NMG_CanalPlay_2026_03.pdf,report_CRAVE NMG_CanalPlay_2026_03.pdf,pdf,47309,2e5a22f46ee8ced3345760b7b9253f87bf2dd5301b1092d872c22e1e4ad630af,yes,hpg,HPG Production,pdf_hpg_verification,verification_copy,supporting,no,yes,reviewed,ready,verification_only,link_to_primary_report_as_verification,0,,,Paired PDF used only to verify the spreadsheet total.
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/canal-orange/report_CRAVE NMG_CanalPlay_2026_03.xlsx,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/canal-orange/report_CRAVE NMG_CanalPlay_2026_03.xlsx,report_CRAVE NMG_CanalPlay_2026_03.xlsx,xlsx,9299,037e76c72809450fc704f4be6d414e2e0403ad00d1ee9bdeea46c62f85569245,yes,hpg,HPG Production,xlsx_hpg_canal,primary_source,important,yes,yes,reviewed,ready,config_parser,parse_validate_store_and_export_if_reconciled,0,inspect_failed: XLSX.readFile is not a function,,
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/canal-orange/report_FILTHY KINGS NMG_CanalPlay_2026_03.pdf,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/canal-orange/report_FILTHY KINGS NMG_CanalPlay_2026_03.pdf,report_FILTHY KINGS NMG_CanalPlay_2026_03.pdf,pdf,46969,7bd618910fe778a090ea210f80f13ef0ef977c7783ce296a468fea9f3370bd96,yes,hpg,HPG Production,pdf_hpg_verification,verification_copy,supporting,no,yes,reviewed,ready,verification_only,link_to_primary_report_as_verification,0,,,Paired PDF used only to verify the spreadsheet total.
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/canal-orange/report_FILTHY KINGS NMG_CanalPlay_2026_03.xlsx,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/canal-orange/report_FILTHY KINGS NMG_CanalPlay_2026_03.xlsx,report_FILTHY KINGS NMG_CanalPlay_2026_03.xlsx,xlsx,9212,79b075cce631e4df98b7a2fcc3b17e98a6d2e18b3d616171610e8b15864b9bf9,yes,hpg,HPG Production,xlsx_hpg_canal,primary_source,important,yes,yes,reviewed,ready,config_parser,parse_validate_store_and_export_if_reconciled,0,inspect_failed: XLSX.readFile is not a function,,
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/canal-orange/report_GROOBY NMG_CanalPlay_2026_03.pdf,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/canal-orange/report_GROOBY NMG_CanalPlay_2026_03.pdf,report_GROOBY NMG_CanalPlay_2026_03.pdf,pdf,52908,cd6f52db4762bab2a23ab86f7220313fd8ac433c497d9dced839855e0d05af97,yes,hpg,HPG Production,pdf_hpg_verification,verification_copy,supporting,no,yes,reviewed,ready,verification_only,link_to_primary_report_as_verification,0,,,Paired PDF used only to verify the spreadsheet total.
Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/canal-orange/report_GROOBY NMG_CanalPlay_2026_03.xlsx,Accounting Project/Sample Reports/HPG - Licensing - Google Drive/March 2026 last quarter reports/03-2026/canal-orange/report_GROOBY NMG_CanalPlay_2026_03.xlsx,report_GROOBY NMG_CanalPlay_2026_03.xlsx,xlsx,10506,611864006472c560344cf8748507bb012c5da520b21456d15acc71b22f6b06dd,yes,hpg,HPG Production,xlsx_hpg_canal,primary_source,important,yes,yes,reviewed,ready,config_parser,parse_validate_store_and_export_if_reconciled,0,inspect_failed: XLSX.readFile is not a function,,
